SITE_LAT,SITE_LON,coarse,americas_split,fine
17.4841,-92.0462,Americas,Am:Mesoamerica,Am:Mesoamerica
-6.4728,-79.7943,Americas,Am:Andes/S.Am,Am:Andes/S.Am
36.2674,29.3178,Europe-Med,Europe-Med,Med:south
16.958,-96.45,Americas,Am:Mesoamerica,Am:Mesoamerica
14.8744,-90.6632,Americas,Am:Mesoamerica,Am:Mesoamerica
20.5,-86.8453,Americas,Am:Mesoamerica,Am:Mesoamerica
40.806,14.3482,Europe-Med,Europe-Med,Eur:north
34.3411,43.8236,Middle East,Middle East,ME:west
31.7445,45.8747,Middle East,Middle East,ME:east
31.5623,46.1809,Middle East,Middle East,ME:east
16.5136,-90.0613,Americas,Am:Mesoamerica,Am:Mesoamerica
32.4496,35.6156,Middle East,Middle East,ME:west
32.3252,35.7273,Middle East,Middle East,ME:west
38.7207,-9.3228,Europe-Med,Europe-Med,Med:south
37.9976,-7.9496,Europe-Med,Europe-Med,Med:south
37.9718,23.7197,Europe-Med,Europe-Med,Med:south
21.179,94.8924,South Asia,South Asia,South Asia
20.3595,-89.7711,Americas,Am:Mesoamerica,Am:Mesoamerica
20.2487,-89.6466,Americas,Am:Mesoamerica,Am:Mesoamerica
20.6298,-89.4614,Americas,Am:Mesoamerica,Am:Mesoamerica
18.8056,-99.2963,Americas,Am:Mesoamerica,Am:Mesoamerica
17.4841,-92.0462,Americas,Am:Mesoamerica,Am:Mesoamerica
35.6712,36.5694,Middle East,Middle East,ME:west
34.0747,-5.5552,Europe-Med,Europe-Med,Med:south
37.3773,27.6702,Europe-Med,Europe-Med,Med:south
39.0619,-7.4893,Europe-Med,Europe-Med,Med:south
35.4591,43.2602,Middle East,Middle East,ME:west
14.9233,-92.1801,Americas,Am:Mesoamerica,Am:Mesoamerica
36.5231,34.1233,Middle East,Middle East,ME:west
36.3966,30.473,Middle East,Middle East,ME:west
41.0116,21.3425,Europe-Med,Europe-Med,Eur:north
37.08,-8.1204,Europe-Med,Europe-Med,Med:south
13.979,-89.674,Americas,Am:Mesoamerica,Am:Mesoamerica
20.681,-88.57,Americas,Am:Mesoamerica,Am:Mesoamerica
20.1744,-89.6091,Americas,Am:Mesoamerica,Am:Mesoamerica
17.0038,-96.557,Americas,Am:Mesoamerica,Am:Mesoamerica
21.091,-89.59,Americas,Am:Mesoamerica,Am:Mesoamerica
34.7498,40.7289,Middle East,Middle East,ME:west
18.6384,-88.7587,Americas,Am:Mesoamerica,Am:Mesoamerica
32.6375,14.2943,Europe-Med,Europe-Med,Med:south
36.2591,29.9852,Europe-Med,Europe-Med,Med:south
24.0856,32.8855,Middle East,Middle East,ME:west
33.484,44.728,Middle East,Middle East,ME:west
21.1834,94.8919,South Asia,South Asia,South Asia
20.681,-88.57,Americas,Am:Mesoamerica,Am:Mesoamerica
32.105,34.93,Middle East,Middle East,ME:west
37.9978,-7.9494,Europe-Med,Europe-Med,Med:south
32.4505,35.6178,Middle East,Middle East,ME:west
16.5136,-90.0613,Americas,Am:Mesoamerica,Am:Mesoamerica
-13.4949,-76.0374,Americas,Am:Andes/S.Am,Am:Andes/S.Am
19.5958,-90.2297,Americas,Am:Mesoamerica,Am:Mesoamerica
20.3614,-89.771,Americas,Am:Mesoamerica,Am:Mesoamerica
37.8695,12.4652,Europe-Med,Europe-Med,Med:south
17.0033,-96.5577,Americas,Am:Mesoamerica,Am:Mesoamerica
19.2084,72.9058,South Asia,South Asia,South Asia
40.1537,44.4461,Middle East,Middle East,ME:west
22.4573,-102.8217,Americas,Am:Mesoamerica,Am:Mesoamerica
17.3103,-89.2592,Americas,Am:Mesoamerica,Am:Mesoamerica
-6.5121,-79.8394,Americas,Am:Andes/S.Am,Am:Andes/S.Am
-13.6526,-73.9555,Americas,Am:Andes/S.Am,Am:Andes/S.Am
32.3252,35.7273,Middle East,Middle East,ME:west
18.516,-89.4665,Americas,Am:Mesoamerica,Am:Mesoamerica
38.0359,-3.6236,Europe-Med,Europe-Med,Med:south
38.3527,43.4602,Middle East,Middle East,ME:west
20.681,-88.57,Americas,Am:Mesoamerica,Am:Mesoamerica
19.5004,-89.7837,Americas,Am:Mesoamerica,Am:Mesoamerica
29.5177,30.9033,Middle East,Middle East,ME:west
41.123,75.7,Other,Other,Other
36.06,-107.97,Americas,Am:N.America,Am:N.America
20.171,-89.5786,Americas,Am:Mesoamerica,Am:Mesoamerica
39.4905,26.3369,Europe-Med,Europe-Med,Med:south
19.1075,-99.5968,Americas,Am:Mesoamerica,Am:Mesoamerica
17.4849,-91.5705,Americas,Am:Mesoamerica,Am:Mesoamerica
19.5981,-90.2304,Americas,Am:Mesoamerica,Am:Mesoamerica
20.6344,-89.4433,Americas,Am:Mesoamerica,Am:Mesoamerica
40.0812,44.0345,Middle East,Middle East,ME:west
38.7304,-9.4438,Europe-Med,Europe-Med,Med:south
20.0643,-99.341,Americas,Am:Mesoamerica,Am:Mesoamerica
17.7643,-88.3478,Americas,Am:Mesoamerica,Am:Mesoamerica
20.4474,-97.3787,Americas,Am:Mesoamerica,Am:Mesoamerica
32.1056,34.9309,Middle East,Middle East,ME:west
19.0017,-88.2336,Americas,Am:Mesoamerica,Am:Mesoamerica
18.2797,-93.2014,Americas,Am:Mesoamerica,Am:Mesoamerica
18.6385,-88.7578,Americas,Am:Mesoamerica,Am:Mesoamerica
21.0911,-89.5979,Americas,Am:Mesoamerica,Am:Mesoamerica
31.1821,29.89625,Europe-Med,Europe-Med,Med:south
39.0622,-7.4885,Europe-Med,Europe-Med,Med:south
18.1067,-89.8116,Americas,Am:Mesoamerica,Am:Mesoamerica
40.7492,14.4844,Europe-Med,Europe-Med,Eur:north
14.9239,-92.1797,Americas,Am:Mesoamerica,Am:Mesoamerica
20.681,-88.57,Americas,Am:Mesoamerica,Am:Mesoamerica
36.359,43.153,Middle East,Middle East,ME:west
38.3533,43.4613,Middle East,Middle East,ME:west
34.34,108.562,East Asia,East Asia,East Asia
34.338,108.57,East Asia,East Asia,East Asia
34.363,108.631,East Asia,East Asia,East Asia
34.362,108.64,East Asia,East Asia,East Asia
20.172,-89.3443,Americas,Am:Mesoamerica,Am:Mesoamerica
37.8471,34.6109,Middle East,Middle East,ME:west
20.6954,-103.8384,Americas,Am:Mesoamerica,Am:Mesoamerica
20.6948,-103.8362,Americas,Am:Mesoamerica,Am:Mesoamerica
19.1077,-99.5962,Americas,Am:Mesoamerica,Am:Mesoamerica
19.532,-99.168,Americas,Am:Mesoamerica,Am:Mesoamerica
18.1205,-90.8371,Americas,Am:Mesoamerica,Am:Mesoamerica
20.2488,-89.6487,Americas,Am:Mesoamerica,Am:Mesoamerica
20.9373,-89.0166,Americas,Am:Mesoamerica,Am:Mesoamerica
38.0146,27.472,Europe-Med,Europe-Med,Med:south
17.4841,-92.0462,Americas,Am:Mesoamerica,Am:Mesoamerica
20.6304,-89.4602,Americas,Am:Mesoamerica,Am:Mesoamerica
21.3131,-89.3539,Americas,Am:Mesoamerica,Am:Mesoamerica
38.4823,22.5013,Europe-Med,Europe-Med,Med:south
34.571,108.266,East Asia,East Asia,East Asia
17.768,-91.2995,Americas,Am:Mesoamerica,Am:Mesoamerica
-6.4064,-79.8995,Americas,Am:Andes/S.Am,Am:Andes/S.Am
-6.5175,-79.8446,Americas,Am:Andes/S.Am,Am:Andes/S.Am
32.4505,35.6146,Middle East,Middle East,ME:west
32.3252,35.7273,Middle East,Middle East,ME:west
18.1067,-89.8116,Americas,Am:Mesoamerica,Am:Mesoamerica
47.595,-3.0742,Europe-Med,Europe-Med,Eur:north
29.3833,67.614,South Asia,South Asia,South Asia
37.0803,-8.1209,Europe-Med,Europe-Med,Med:south
19.0013,-88.2304,Americas,Am:Mesoamerica,Am:Mesoamerica
24.0845,32.8861,Middle East,Middle East,ME:west
43.518,67.7743,Other,Other,Other
20.0642,-99.3404,Americas,Am:Mesoamerica,Am:Mesoamerica
14.8728,-90.6641,Americas,Am:Mesoamerica,Am:Mesoamerica
20.178,-89.6525,Americas,Am:Mesoamerica,Am:Mesoamerica
20.2481,-89.6467,Americas,Am:Mesoamerica,Am:Mesoamerica
40.081,44.034,Middle East,Middle East,ME:west
37.3741,27.6751,Europe-Med,Europe-Med,Med:south
36.6054,2.1905,Europe-Med,Europe-Med,Med:south
37.6598,27.2978,Europe-Med,Europe-Med,Med:south
30.7971,34.7756,Middle East,Middle East,ME:west
32.536,44.4268,Middle East,Middle East,ME:west
-10.8431,-77.5966,Americas,Am:Andes/S.Am,Am:Andes/S.Am
21.1839,94.8819,South Asia,South Asia,South Asia
18.8046,-99.2964,Americas,Am:Mesoamerica,Am:Mesoamerica
20.681,-88.57,Americas,Am:Mesoamerica,Am:Mesoamerica
45.9151,22.8158,Europe-Med,Europe-Med,Eur:north
18.1205,-90.837,Americas,Am:Mesoamerica,Am:Mesoamerica
19.4999,-89.784,Americas,Am:Mesoamerica,Am:Mesoamerica
20.6348,-89.4431,Americas,Am:Mesoamerica,Am:Mesoamerica
20.1701,-89.3448,Americas,Am:Mesoamerica,Am:Mesoamerica
13.9806,-89.1642,Americas,Am:Mesoamerica,Am:Mesoamerica
17.4841,-92.0462,Americas,Am:Mesoamerica,Am:Mesoamerica
20.5618,-89.9528,Americas,Am:Mesoamerica,Am:Mesoamerica
21.091,-89.59,Americas,Am:Mesoamerica,Am:Mesoamerica
14.8415,-89.1421,Americas,Am:Mesoamerica,Am:Mesoamerica
37.9812,38.7416,Middle East,Middle East,ME:west
35.4536,43.2656,Middle East,Middle East,ME:west
29.9352,52.8896,Middle East,Middle East,ME:east
18.1067,-89.8116,Americas,Am:Mesoamerica,Am:Mesoamerica
13.9894,-89.6725,Americas,Am:Mesoamerica,Am:Mesoamerica
29.5951,30.6779,Middle East,Middle East,ME:west
24.0262,32.8846,Middle East,Middle East,ME:west
40.1531,44.4529,Middle East,Middle East,ME:west
38.7211,-9.3232,Europe-Med,Europe-Med,Med:south
19.692,-98.844,Americas,Am:Mesoamerica,Am:Mesoamerica
19.6698,-96.4157,Americas,Am:Mesoamerica,Am:Mesoamerica
-14.818,-75.1145,Americas,Am:Andes/S.Am,Am:Andes/S.Am
20.0635,-99.3421,Americas,Am:Mesoamerica,Am:Mesoamerica
38.0372,-3.6245,Europe-Med,Europe-Med,Med:south
30.9748,31.8808,Middle East,Middle East,ME:west
19.2084,72.9058,South Asia,South Asia,South Asia
19.5515,-97.4857,Americas,Am:Mesoamerica,Am:Mesoamerica
18.28,-93.2018,Americas,Am:Mesoamerica,Am:Mesoamerica
17.7684,-91.2985,Americas,Am:Mesoamerica,Am:Mesoamerica
14.8743,-90.6625,Americas,Am:Mesoamerica,Am:Mesoamerica
19.597,-90.229,Americas,Am:Mesoamerica,Am:Mesoamerica
20.2489,-89.6438,Americas,Am:Mesoamerica,Am:Mesoamerica
20.1712,-89.5783,Americas,Am:Mesoamerica,Am:Mesoamerica
20.1723,-89.5774,Americas,Am:Mesoamerica,Am:Mesoamerica
31.1965,30.7447,Middle East,Middle East,ME:west
31.6083,34.8947,Middle East,Middle East,ME:west
13.7787,104.5395,Oceania/SE Asia,Oceania/SE Asia,Oceania/SE Asia
20.4457,-97.3771,Americas,Am:Mesoamerica,Am:Mesoamerica
21.0911,-89.5899,Americas,Am:Mesoamerica,Am:Mesoamerica
21.3138,-89.3539,Americas,Am:Mesoamerica,Am:Mesoamerica
35.4835,6.4664,Europe-Med,Europe-Med,Med:south
40.7485,14.4837,Europe-Med,Europe-Med,Eur:north
15.0233,-91.1717,Americas,Am:Mesoamerica,Am:Mesoamerica
18.5107,-89.4065,Americas,Am:Mesoamerica,Am:Mesoamerica
40.0031,3.8916,Europe-Med,Europe-Med,Eur:north
18.805,-99.2974,Americas,Am:Mesoamerica,Am:Mesoamerica
18.506,-89.4853,Americas,Am:Mesoamerica,Am:Mesoamerica
18.5165,-89.46685,Americas,Am:Mesoamerica,Am:Mesoamerica
-6.5107,-79.8393,Americas,Am:Andes/S.Am,Am:Andes/S.Am
-6.4659,-79.7975,Americas,Am:Andes/S.Am,Am:Andes/S.Am
47.588,-3.073,Europe-Med,Europe-Med,Eur:north
33.2496,35.6518,Middle East,Middle East,ME:west
19.1084,-99.596,Americas,Am:Mesoamerica,Am:Mesoamerica
20.0652,-99.3401,Americas,Am:Mesoamerica,Am:Mesoamerica
16.8993,-90.9655,Americas,Am:Mesoamerica,Am:Mesoamerica
19.578,-89.5948,Americas,Am:Mesoamerica,Am:Mesoamerica
20.681,-88.57,Americas,Am:Mesoamerica,Am:Mesoamerica
-9.4808,-78.2589,Americas,Am:Andes/S.Am,Am:Andes/S.Am
-9.4807,-78.2589,Americas,Am:Andes/S.Am,Am:Andes/S.Am
-9.4824,-78.2529,Americas,Am:Andes/S.Am,Am:Andes/S.Am
9.9195,78.1193,South Asia,South Asia,South Asia
20.248,-89.6473,Americas,Am:Mesoamerica,Am:Mesoamerica
21.3135,-89.3537,Americas,Am:Mesoamerica,Am:Mesoamerica
17.4841,-92.0462,Americas,Am:Mesoamerica,Am:Mesoamerica
21.1809,94.8824,South Asia,South Asia,South Asia
19.2928,-103.7048,Americas,Am:Mesoamerica,Am:Mesoamerica
21.0619,-86.7814,Americas,Am:Mesoamerica,Am:Mesoamerica
17.0707,-89.4,Americas,Am:Mesoamerica,Am:Mesoamerica
16.5136,-90.0613,Americas,Am:Mesoamerica,Am:Mesoamerica
17.222,-89.6276,Americas,Am:Mesoamerica,Am:Mesoamerica
37.8701,12.4668,Europe-Med,Europe-Med,Med:south
29.5177,30.9033,Middle East,Middle East,ME:west
39.7455,20.0205,Europe-Med,Europe-Med,Med:south
20.2484,-89.6464,Americas,Am:Mesoamerica,Am:Mesoamerica
20.6293,-89.4603,Americas,Am:Mesoamerica,Am:Mesoamerica
16.764,-89.1176,Americas,Am:Mesoamerica,Am:Mesoamerica
42.4109,11.2863,Europe-Med,Europe-Med,Eur:north
22.4552,-102.821,Americas,Am:Mesoamerica,Am:Mesoamerica
20.3601,-89.771,Americas,Am:Mesoamerica,Am:Mesoamerica
20.8133,-89.4524,Americas,Am:Mesoamerica,Am:Mesoamerica
36.4541,33.9156,Middle East,Middle East,ME:west
36.5231,34.1233,Middle East,Middle East,ME:west
19.447,-96.4056,Americas,Am:Mesoamerica,Am:Mesoamerica
17.4841,-92.0462,Americas,Am:Mesoamerica,Am:Mesoamerica
17.2222,-89.6242,Americas,Am:Mesoamerica,Am:Mesoamerica
38.7083,43.21155,Middle East,Middle East,ME:west
38.3522,43.4576,Middle East,Middle East,ME:west
20.0633,-99.3404,Americas,Am:Mesoamerica,Am:Mesoamerica
18.5164,-89.4661,Americas,Am:Mesoamerica,Am:Mesoamerica
-14.8183,-75.1165,Americas,Am:Andes/S.Am,Am:Andes/S.Am
18.1067,-89.8116,Americas,Am:Mesoamerica,Am:Mesoamerica
20.6955,-103.838,Americas,Am:Mesoamerica,Am:Mesoamerica
20.4452,-97.3777,Americas,Am:Mesoamerica,Am:Mesoamerica
32.931,-96.46,Americas,Am:N.America,Am:N.America
16.282,-88.9593,Americas,Am:Mesoamerica,Am:Mesoamerica
47.5925,-3.083,Europe-Med,Europe-Med,Eur:north
29.5177,30.9033,Middle East,Middle East,ME:west
40.1124,44.7303,Middle East,Middle East,ME:west
17.7679,-88.6527,Americas,Am:Mesoamerica,Am:Mesoamerica
17.7646,-88.348,Americas,Am:Mesoamerica,Am:Mesoamerica
36.2596,42.4516,Middle East,Middle East,ME:west
19.1088,-99.5982,Americas,Am:Mesoamerica,Am:Mesoamerica
14.8724,-90.6638,Americas,Am:Mesoamerica,Am:Mesoamerica
18.4178,-88.7907,Americas,Am:Mesoamerica,Am:Mesoamerica
18.6609,-88.7674,Americas,Am:Mesoamerica,Am:Mesoamerica
-13.451,-76.17,Americas,Am:Andes/S.Am,Am:Andes/S.Am
32.5422,44.4211,Middle East,Middle East,ME:west
17.2191,-89.62,Americas,Am:Mesoamerica,Am:Mesoamerica
-13.4142,-71.8439,Americas,Am:Andes/S.Am,Am:Andes/S.Am
21.1807,94.8957,South Asia,South Asia,South Asia
18.518,-89.468,Americas,Am:Mesoamerica,Am:Mesoamerica
20.8907,-88.13605,Americas,Am:Mesoamerica,Am:Mesoamerica
42.008,61.1576,Other,Other,Other
22.5237,72.2485,South Asia,South Asia,South Asia
31.9128,35.7518,Middle East,Middle East,ME:west
18.1067,-89.8116,Americas,Am:Mesoamerica,Am:Mesoamerica
20.681,-88.57,Americas,Am:Mesoamerica,Am:Mesoamerica
40.098,-8.495,Europe-Med,Europe-Med,Eur:north
13.1629,75.8604,South Asia,South Asia,South Asia
15.3325,76.4596,South Asia,South Asia,South Asia
20.4479,-97.3772,Americas,Am:Mesoamerica,Am:Mesoamerica
17.0468,-96.7637,Americas,Am:Mesoamerica,Am:Mesoamerica
16.8992,-90.96545,Americas,Am:Mesoamerica,Am:Mesoamerica
37.9703,23.7278,Europe-Med,Europe-Med,Med:south
20.3586,-89.7727,Americas,Am:Mesoamerica,Am:Mesoamerica
34.0736,-5.5554,Europe-Med,Europe-Med,Med:south
19.6696,-96.4145,Americas,Am:Mesoamerica,Am:Mesoamerica
19.4466,-96.4056,Americas,Am:Mesoamerica,Am:Mesoamerica
17.7705,-91.2977,Americas,Am:Mesoamerica,Am:Mesoamerica
21.0913,-89.5978,Americas,Am:Mesoamerica,Am:Mesoamerica
21.3136,-89.354,Americas,Am:Mesoamerica,Am:Mesoamerica
17.4841,-92.0462,Americas,Am:Mesoamerica,Am:Mesoamerica
29.5177,30.9033,Middle East,Middle East,ME:west
45.9151,22.8163,Europe-Med,Europe-Med,Eur:north
20.4479,-97.3772,Americas,Am:Mesoamerica,Am:Mesoamerica
-9.5376,-77.9943,Americas,Am:Andes/S.Am,Am:Andes/S.Am
32.5363,44.4208,Middle East,Middle East,ME:west
38.5019,-8.0282,Europe-Med,Europe-Med,Med:south
19.1097,-99.599,Americas,Am:Mesoamerica,Am:Mesoamerica
18.804,-99.2955,Americas,Am:Mesoamerica,Am:Mesoamerica
19.3438,-99.0898,Americas,Am:Mesoamerica,Am:Mesoamerica
13.9884,-89.6732,Americas,Am:Mesoamerica,Am:Mesoamerica
-9.4838,-78.2599,Americas,Am:Andes/S.Am,Am:Andes/S.Am
33.484,44.728,Middle East,Middle East,ME:west
29.9885,52.874,Middle East,Middle East,ME:east
40.7494,14.4855,Europe-Med,Europe-Med,Eur:north
38.0148,27.4716,Europe-Med,Europe-Med,Med:south
37.6534,62.1528,South Asia,South Asia,South Asia
18.4193,-88.7916,Americas,Am:Mesoamerica,Am:Mesoamerica
27.7815,30.8041,Middle East,Middle East,ME:west
33.5671,35.371,Middle East,Middle East,ME:west
16.927,-96.3595,Americas,Am:Mesoamerica,Am:Mesoamerica
18.5167,-89.4664,Americas,Am:Mesoamerica,Am:Mesoamerica
36.4222,9.2183,Europe-Med,Europe-Med,Med:south
33.8947,35.9624,Middle East,Middle East,ME:west
17.756,-89.921,Americas,Am:Mesoamerica,Am:Mesoamerica
18.6065,-89.8462,Americas,Am:Mesoamerica,Am:Mesoamerica
20.681,-88.57,Americas,Am:Mesoamerica,Am:Mesoamerica
-14.8188,-75.1166,Americas,Am:Andes/S.Am,Am:Andes/S.Am
36.8739,31.4753,Middle East,Middle East,ME:west
34.9305,36.2453,Middle East,Middle East,ME:west
21.0907,-89.5966,Americas,Am:Mesoamerica,Am:Mesoamerica
20.1693,-89.3391,Americas,Am:Mesoamerica,Am:Mesoamerica
12.55,105.073,Oceania/SE Asia,Oceania/SE Asia,Oceania/SE Asia
17.769,-91.2984,Americas,Am:Mesoamerica,Am:Mesoamerica
20.3608,-89.7696,Americas,Am:Mesoamerica,Am:Mesoamerica
20.1714,-89.5788,Americas,Am:Mesoamerica,Am:Mesoamerica
20.6295,-89.4598,Americas,Am:Mesoamerica,Am:Mesoamerica
20.9475,-89.2995,Americas,Am:Mesoamerica,Am:Mesoamerica
30.9462,29.5186,Europe-Med,Europe-Med,Med:south
27.7828,30.8015,Middle East,Middle East,ME:west
36.6673,41.0602,Middle East,Middle East,ME:west
31.7443,45.8731,Middle East,Middle East,ME:east
20.5612,-89.9521,Americas,Am:Mesoamerica,Am:Mesoamerica
33.8947,35.9636,Middle East,Middle East,ME:west
21.1854,94.8821,South Asia,South Asia,South Asia
19.5521,-97.4875,Americas,Am:Mesoamerica,Am:Mesoamerica
17.4841,-92.0462,Americas,Am:Mesoamerica,Am:Mesoamerica
17.222,-89.623,Americas,Am:Mesoamerica,Am:Mesoamerica
38.1528,24.2635,Europe-Med,Europe-Med,Med:south
44.5928,33.8009,Middle East,Middle East,ME:west
38.3524,43.4594,Middle East,Middle East,ME:west
8.011,80.513,South Asia,South Asia,South Asia
19.2451,-98.3508,Americas,Am:Mesoamerica,Am:Mesoamerica
37.2898,13.5905,Europe-Med,Europe-Med,Med:south
13.442,103.959,Oceania/SE Asia,Oceania/SE Asia,Oceania/SE Asia
33.9073,35.9484,Middle East,Middle East,ME:west
36.605,47.235,Middle East,Middle East,ME:east
36.6052,47.2347,Middle East,Middle East,ME:east
17.0458,-96.7676,Americas,Am:Mesoamerica,Am:Mesoamerica
38.3542,43.4654,Middle East,Middle East,ME:west
54.9911,-2.3601,Europe-Med,Europe-Med,Eur:north
45.9153,22.8162,Europe-Med,Europe-Med,Eur:north
32.4503,35.6137,Middle East,Middle East,ME:west
41.2966,16.1514,Europe-Med,Europe-Med,Eur:north
19.0562,-98.3028,Americas,Am:Mesoamerica,Am:Mesoamerica
20.4463,-97.377,Americas,Am:Mesoamerica,Am:Mesoamerica
34.007,36.2045,Middle East,Middle East,ME:west
19.4512,-99.1374,Americas,Am:Mesoamerica,Am:Mesoamerica
31.9128,35.7519,Middle East,Middle East,ME:west
20.4363,30.3341,Middle East,Middle East,ME:west
34.073,-5.5551,Europe-Med,Europe-Med,Med:south
34.007,36.204,Middle East,Middle East,ME:west
37.291,13.5814,Europe-Med,Europe-Med,Med:south
21.1779,94.8747,South Asia,South Asia,South Asia
20.5613,-89.9527,Americas,Am:Mesoamerica,Am:Mesoamerica
-16.5615,-68.68,Americas,Am:Andes/S.Am,Am:Andes/S.Am
39.4882,26.3378,Europe-Med,Europe-Med,Med:south
15.8773,78.1353,South Asia,South Asia,South Asia
17.0447,-96.7676,Americas,Am:Mesoamerica,Am:Mesoamerica
17.0758,-89.4025,Americas,Am:Mesoamerica,Am:Mesoamerica
16.5136,-90.0613,Americas,Am:Mesoamerica,Am:Mesoamerica
18.5107,-89.4065,Americas,Am:Mesoamerica,Am:Mesoamerica
20.891,-88.13628,Americas,Am:Mesoamerica,Am:Mesoamerica
20.681,-88.57,Americas,Am:Mesoamerica,Am:Mesoamerica
20.4465,-97.3775,Americas,Am:Mesoamerica,Am:Mesoamerica
29.5177,30.9033,Middle East,Middle East,ME:west
17.769,-91.296,Americas,Am:Mesoamerica,Am:Mesoamerica
21.0904,-89.5974,Americas,Am:Mesoamerica,Am:Mesoamerica
40.75,14.4845,Europe-Med,Europe-Med,Eur:north
29.8756,31.2217,Middle East,Middle East,ME:west
37.2908,13.5842,Europe-Med,Europe-Med,Med:south
13.43,103.898,Oceania/SE Asia,Oceania/SE Asia,Oceania/SE Asia
32.5446,44.4219,Middle East,Middle East,ME:west
-10.8416,-77.5971,Americas,Am:Andes/S.Am,Am:Andes/S.Am
24.453,32.9277,Middle East,Middle East,ME:west
34.0016,35.8052,Middle East,Middle East,ME:west
33.9133,35.9906,Middle East,Middle East,ME:west
39.4529,-8.528,Europe-Med,Europe-Med,Med:south
22.4572,-102.821,Americas,Am:Mesoamerica,Am:Mesoamerica
17.0455,-96.7674,Americas,Am:Mesoamerica,Am:Mesoamerica
35.5958,36.0572,Middle East,Middle East,ME:west
19.4474,-96.4054,Americas,Am:Mesoamerica,Am:Mesoamerica
-13.4142,-71.8439,Americas,Am:Andes/S.Am,Am:Andes/S.Am
17.4776,44.1799,Middle East,Middle East,ME:west
16.5136,-90.0613,Americas,Am:Mesoamerica,Am:Mesoamerica
-16.5614,-68.6798,Americas,Am:Andes/S.Am,Am:Andes/S.Am
21.178,94.8751,South Asia,South Asia,South Asia
-16.5615,-68.68,Americas,Am:Andes/S.Am,Am:Andes/S.Am
16.0206,75.8819,South Asia,South Asia,South Asia
-6.4709,-79.7922,Americas,Am:Andes/S.Am,Am:Andes/S.Am
31.7764,35.235,Middle East,Middle East,ME:west
19.4512,-99.1377,Americas,Am:Mesoamerica,Am:Mesoamerica
34.0731,-5.5546,Europe-Med,Europe-Med,Med:south
41.0128,24.2866,Europe-Med,Europe-Med,Eur:north
30.5751,31.5144,Middle East,Middle East,ME:west
18.419,-88.7906,Americas,Am:Mesoamerica,Am:Mesoamerica
37.9713,23.7265,Europe-Med,Europe-Med,Med:south
42.5122,24.5469,Europe-Med,Europe-Med,Eur:north
-13.6527,-73.955,Americas,Am:Andes/S.Am,Am:Andes/S.Am
18.5179,-89.4664,Americas,Am:Mesoamerica,Am:Mesoamerica
29.9328,31.1612,Middle East,Middle East,ME:west
29.8658,31.2132,Middle East,Middle East,ME:west
17.0434,-96.769,Americas,Am:Mesoamerica,Am:Mesoamerica
17.7638,-88.3467,Americas,Am:Mesoamerica,Am:Mesoamerica
34.5516,40.8875,Middle East,Middle East,ME:west
20.446,-97.3782,Americas,Am:Mesoamerica,Am:Mesoamerica
16.5136,-90.0613,Americas,Am:Mesoamerica,Am:Mesoamerica
17.2196,-89.6259,Americas,Am:Mesoamerica,Am:Mesoamerica
-13.4512,-76.1692,Americas,Am:Andes/S.Am,Am:Andes/S.Am
19.435,-99.1314,Americas,Am:Mesoamerica,Am:Mesoamerica
17.6828,-89.8331,Americas,Am:Mesoamerica,Am:Mesoamerica
21.9228,-98.8152,Americas,Am:Mesoamerica,Am:Mesoamerica
20.6293,-89.4608,Americas,Am:Mesoamerica,Am:Mesoamerica
37.925,29.1258,Europe-Med,Europe-Med,Med:south
38.3534,43.4626,Middle East,Middle East,ME:west
21.1779,94.8746,South Asia,South Asia,South Asia
41.4495,23.2625,Europe-Med,Europe-Med,Eur:north
22.4577,-102.8207,Americas,Am:Mesoamerica,Am:Mesoamerica
19.4349,-99.1314,Americas,Am:Mesoamerica,Am:Mesoamerica
17.4853,-91.57,Americas,Am:Mesoamerica,Am:Mesoamerica
20.9471,-89.3006,Americas,Am:Mesoamerica,Am:Mesoamerica
30.629,72.864,South Asia,South Asia,South Asia
-13.4142,-71.8439,Americas,Am:Andes/S.Am,Am:Andes/S.Am
45.9153,22.8167,Europe-Med,Europe-Med,Eur:north
37.8704,12.4688,Europe-Med,Europe-Med,Med:south
37.2913,13.5815,Europe-Med,Europe-Med,Med:south
21.9262,-98.8133,Americas,Am:Mesoamerica,Am:Mesoamerica
17.176,-89.4051,Americas,Am:Mesoamerica,Am:Mesoamerica
19.0018,-88.2304,Americas,Am:Mesoamerica,Am:Mesoamerica
16.5136,-90.0613,Americas,Am:Mesoamerica,Am:Mesoamerica
20.681,-88.57,Americas,Am:Mesoamerica,Am:Mesoamerica
34.5515,40.8884,Middle East,Middle East,ME:west
19.2449,-98.3495,Americas,Am:Mesoamerica,Am:Mesoamerica
36.5138,30.0597,Middle East,Middle East,ME:west
21.1777,94.864,South Asia,South Asia,South Asia
13.463,103.895,Oceania/SE Asia,Oceania/SE Asia,Oceania/SE Asia
13.4465,103.92,Oceania/SE Asia,Oceania/SE Asia,Oceania/SE Asia
11.1845,104.825,Oceania/SE Asia,Oceania/SE Asia,Oceania/SE Asia
40.081,44.0332,Middle East,Middle East,ME:west
10.37,78.8512,South Asia,South Asia,South Asia
19.4972,-98.8176,Americas,Am:Mesoamerica,Am:Mesoamerica
19.245,-98.35,Americas,Am:Mesoamerica,Am:Mesoamerica
15.3325,76.4596,South Asia,South Asia,South Asia
