SITE_LAT,SITE_LON,coarse,americas_split,fine
16.1419,-92.1056,Americas,Am:Mesoamerica,Am:Mesoamerica
15.3343,-91.4931,Americas,Am:Mesoamerica,Am:Mesoamerica
30.6516,61.4016,South Asia,South Asia,South Asia
16.9001,-90.9675,Americas,Am:Mesoamerica,Am:Mesoamerica
13.1925,104.9008,Oceania/SE Asia,Oceania/SE Asia,Oceania/SE Asia
20.1712,-89.5789,Americas,Am:Mesoamerica,Am:Mesoamerica
-10.8558,-77.5734,Americas,Am:Andes/S.Am,Am:Andes/S.Am
-10.8705,-77.5297,Americas,Am:Andes/S.Am,Am:Andes/S.Am
-10.8896,-77.52355,Americas,Am:Andes/S.Am,Am:Andes/S.Am
-10.89095,-77.52063,Americas,Am:Andes/S.Am,Am:Andes/S.Am
-10.89221,-77.51908,Americas,Am:Andes/S.Am,Am:Andes/S.Am
20.323,-87.3702,Americas,Am:Mesoamerica,Am:Mesoamerica
14.8742,-90.6628,Americas,Am:Mesoamerica,Am:Mesoamerica
-23.586,-65.404,Americas,Am:Andes/S.Am,Am:Andes/S.Am
-10.8887,-77.5272,Americas,Am:Andes/S.Am,Am:Andes/S.Am
-10.88985,-77.5228,Americas,Am:Andes/S.Am,Am:Andes/S.Am
16.1414,-92.1053,Americas,Am:Mesoamerica,Am:Mesoamerica
31.9063,65.498,South Asia,South Asia,South Asia
-9.5647,-78.2262,Americas,Am:Andes/S.Am,Am:Andes/S.Am
17.7695,-88.6498,Americas,Am:Mesoamerica,Am:Mesoamerica
19.3296,-98.8897,Americas,Am:Mesoamerica,Am:Mesoamerica
0.0546,-78.306,Americas,Am:Andes/S.Am,Am:Andes/S.Am
-10.89125,-77.53235,Americas,Am:Andes/S.Am,Am:Andes/S.Am
-10.8935,-77.5204,Americas,Am:Andes/S.Am,Am:Andes/S.Am
21.1823,94.878,South Asia,South Asia,South Asia
19.0295,-96.156,Americas,Am:Mesoamerica,Am:Mesoamerica
32.009,48.5215,Middle East,Middle East,ME:east
18.2174,-88.5847,Americas,Am:Mesoamerica,Am:Mesoamerica
-8.1165,-79.0765,Americas,Am:Andes/S.Am,Am:Andes/S.Am
16.1415,-92.1047,Americas,Am:Mesoamerica,Am:Mesoamerica
43.5172,67.7708,Other,Other,Other
-14.1757,-71.3706,Americas,Am:Andes/S.Am,Am:Andes/S.Am
14.7358,-90.9962,Americas,Am:Mesoamerica,Am:Mesoamerica
-10.8901,-77.5225,Americas,Am:Andes/S.Am,Am:Andes/S.Am
-10.8935,-77.5194,Americas,Am:Andes/S.Am,Am:Andes/S.Am
18.5381,31.823,Middle East,Middle East,ME:west
25.728,32.61,Middle East,Middle East,ME:west
20.4495,-97.3772,Americas,Am:Mesoamerica,Am:Mesoamerica
-11.9531,-77.11865,Americas,Am:Andes/S.Am,Am:Andes/S.Am
26.1864,31.9163,Middle East,Middle East,ME:west
32.3918,44.3413,Middle East,Middle East,ME:west
22.4588,-102.8226,Americas,Am:Mesoamerica,Am:Mesoamerica
26.53,31.63,Middle East,Middle East,ME:west
15.3336,-91.4934,Americas,Am:Mesoamerica,Am:Mesoamerica
25.7005,32.6399,Middle East,Middle East,ME:west
19.624,-101.574,Americas,Am:Mesoamerica,Am:Mesoamerica
19.5539,-97.4892,Americas,Am:Mesoamerica,Am:Mesoamerica
43.5177,67.7703,Other,Other,Other
20.496,-87.7205,Americas,Am:Mesoamerica,Am:Mesoamerica
15.8284,-91.8834,Americas,Am:Mesoamerica,Am:Mesoamerica
35.37,44.255,Middle East,Middle East,ME:west
29.9795,52.9092,Middle East,Middle East,ME:east
20.4496,-97.3751,Americas,Am:Mesoamerica,Am:Mesoamerica
16.8989,-90.9642,Americas,Am:Mesoamerica,Am:Mesoamerica
34.423,108.841,East Asia,East Asia,East Asia
31.322,45.636,Middle East,Middle East,ME:east
15.3342,-91.4927,Americas,Am:Mesoamerica,Am:Mesoamerica
-13.393,-72.874,Americas,Am:Andes/S.Am,Am:Andes/S.Am
32.0089,48.5203,Middle East,Middle East,ME:east
21.1605,-99.3959,Americas,Am:Mesoamerica,Am:Mesoamerica
19.028,-96.154,Americas,Am:Mesoamerica,Am:Mesoamerica
20.4498,-97.3772,Americas,Am:Mesoamerica,Am:Mesoamerica
-10.89344,-77.52155,Americas,Am:Andes/S.Am,Am:Andes/S.Am
30.2048,53.1801,Middle East,Middle East,ME:east
2.444,-76.6,Americas,Am:Andes/S.Am,Am:Andes/S.Am
25.7195,32.601,Middle East,Middle East,ME:west
33.0602,44.2512,Middle East,Middle East,ME:west
20.3196,-87.3669,Americas,Am:Mesoamerica,Am:Mesoamerica
33.2527,35.7147,Middle East,Middle East,ME:west
15.3334,-91.4938,Americas,Am:Mesoamerica,Am:Mesoamerica
16.3952,-90.2044,Americas,Am:Mesoamerica,Am:Mesoamerica
-8.1346,-78.9924,Americas,Am:Andes/S.Am,Am:Andes/S.Am
34.5504,38.2675,Middle East,Middle East,ME:west
