SITE_LAT,SITE_LON,BEARING,cluster_25km,cluster_50km,cluster_75km,cluster_100km
40.0031,3.8916,-20.0,206,161,133,109
18.805,-99.2974,15.0,138,29,26,21
18.506,-89.4853,13.0,182,121,25,16
18.5165,-89.46685,13.0,182,121,25,16
-6.5107,-79.8393,9.0,18,16,15,8
-6.4659,-79.7975,9.0,18,16,15,8
47.588,-3.073,-17.5,198,158,130,107
33.2496,35.6518,-20.0,58,49,44,35
19.1084,-99.596,15.0,186,29,26,21
20.0652,-99.3401,15.0,189,153,26,21
16.8993,-90.9655,13.0,24,22,20,16
19.578,-89.5948,13.0,159,124,22,16
20.681,-88.57,13.0,105,88,22,16
-9.4808,-78.2589,8.5,6,6,6,6
-9.4807,-78.2589,8.5,6,6,6,6
-9.4824,-78.2529,8.5,6,6,6,6
9.9195,78.1193,-13.5,207,162,134,92
20.248,-89.6473,13.0,26,24,22,16
21.3135,-89.3537,13.0,196,24,22,16
17.4841,-92.0462,13.0,85,73,66,16
21.1809,94.8824,-10.0,17,15,14,13
19.2928,-103.7048,15.0,115,96,85,69
21.0619,-86.7814,12.0,208,163,22,16
17.0707,-89.4,12.0,180,148,25,16
16.5136,-90.0613,12.0,59,50,25,16
17.222,-89.6276,12.0,180,148,25,16
37.8701,12.4668,-19.0,178,146,122,100
29.5177,30.9033,-18.0,160,134,93,43
39.7455,20.0205,-20.0,209,164,135,110
20.2484,-89.6464,12.0,26,24,22,16
20.6293,-89.4603,12.0,169,24,22,16
16.764,-89.1176,11.5,210,148,25,16
42.4109,11.2863,-20.0,118,99,88,72
22.4552,-102.821,14.5,43,39,35,28
20.3601,-89.771,12.0,26,24,22,16
20.8133,-89.4524,12.0,169,24,22,16
36.4541,33.9156,-19.0,81,69,62,51
36.5231,34.1233,-19.0,81,69,62,51
19.447,-96.4056,13.0,63,54,27,22
17.4841,-92.0462,12.0,85,73,66,16
17.2222,-89.6242,11.5,180,148,25,16
38.7083,43.21155,-19.0,211,79,71,58
38.3522,43.4576,-19.0,183,79,71,58
20.0633,-99.3404,13.5,189,153,26,21
18.5164,-89.4661,11.5,182,121,25,16
-14.8183,-75.1165,7.0,121,102,91,75
18.1067,-89.8116,11.5,130,110,25,16
20.6955,-103.838,14.0,192,156,129,106
20.4452,-97.3777,13.0,40,36,32,21
32.931,-96.46,15.0,212,165,136,111
16.282,-88.9593,11.0,213,166,25,16
47.5925,-3.083,-18.5,198,158,130,107
29.5177,30.9033,-17.0,160,134,93,43
40.1124,44.7303,-19.0,67,58,51,41
17.7679,-88.6527,11.0,31,28,25,16
17.7646,-88.348,11.0,152,28,25,16
36.2596,42.4516,-18.0,214,167,49,30
19.1088,-99.5982,13.0,186,29,26,21
14.8724,-90.6638,11.0,28,20,18,16
18.4178,-88.7907,11.0,75,32,25,16
18.6609,-88.7674,11.0,75,32,25,16
-13.451,-76.17,7.0,5,5,5,5
32.5422,44.4211,-17.0,42,38,34,27
17.2191,-89.62,11.0,180,148,25,16
-13.4142,-71.8439,6.0,11,4,4,4
21.1807,94.8957,-9.0,17,15,14,13
18.518,-89.468,11.0,182,121,25,16
20.8907,-88.13605,11.0,215,168,22,16
42.008,61.1576,-17.0,216,169,137,112
22.5237,72.2485,-13.0,217,170,138,113
31.9128,35.7518,-17.0,218,49,44,35
18.1067,-89.8116,11.0,130,110,25,16
20.681,-88.57,11.0,105,88,22,16
40.098,-8.495,-14.0,100,84,76,57
13.1629,75.8604,-12.0,162,136,117,95
15.3325,76.4596,-12.0,219,171,139,114
20.4479,-97.3772,12.5,40,36,32,21
17.0468,-96.7637,12.0,114,95,84,68
16.8992,-90.96545,11.0,24,22,20,16
37.9703,23.7278,-18.0,168,142,111,90
20.3586,-89.7727,11.0,26,24,22,16
34.0736,-5.5554,-13.0,86,74,67,54
19.6696,-96.4145,12.0,63,54,27,22
19.4466,-96.4056,12.0,63,54,27,22
17.7705,-91.2977,11.0,197,152,66,16
21.0913,-89.5978,11.0,87,24,22,16
21.3136,-89.354,11.0,196,24,22,16
17.4841,-92.0462,11.0,85,73,66,16
29.5177,30.9033,-16.0,160,134,93,43
45.9151,22.8163,-20.0,126,106,95,78
20.4479,-97.3772,12.0,40,36,32,21
-9.5376,-77.9943,7.0,220,6,6,6
32.5363,44.4208,-16.0,42,38,34,27
38.5019,-8.0282,-13.0,221,172,82,57
19.1097,-99.599,12.0,186,29,26,21
18.804,-99.2955,12.0,138,29,26,21
19.3438,-99.0898,12.0,32,29,26,21
13.9884,-89.6732,10.0,174,66,59,48
-9.4838,-78.2599,7.0,6,6,6,6
33.484,44.728,-16.0,106,48,34,27
29.9885,52.874,-15.0,50,43,39,31
40.7494,14.4855,-17.0,125,105,94,77
38.0148,27.4716,-17.0,195,113,100,82
37.6534,62.1528,-15.0,148,127,110,89
18.4193,-88.7916,10.0,75,32,25,16
27.7815,30.8041,-15.0,222,173,140,115
33.5671,35.371,-16.0,223,49,44,35
16.927,-96.3595,11.0,114,95,84,68
18.5167,-89.4664,10.0,182,121,25,16
36.4222,9.2183,-15.0,97,81,73,60
33.8947,35.9624,-16.0,163,137,44,35
17.756,-89.921,10.0,157,110,25,16
18.6065,-89.8462,10.0,142,121,25,16
20.681,-88.57,10.0,105,88,22,16
-14.8188,-75.1166,6.0,121,102,91,75
36.8739,31.4753,-16.5,224,174,141,116
34.9305,36.2453,-16.0,225,175,142,44
21.0907,-89.5966,7.0,87,24,22,16
20.1693,-89.3391,10.0,26,24,22,16
12.55,105.073,-6.0,226,176,21,18
17.769,-91.2984,10.0,197,152,66,16
20.3608,-89.7696,10.0,26,24,22,16
20.1714,-89.5788,10.0,26,24,22,16
20.6295,-89.4598,10.0,169,24,22,16
20.9475,-89.2995,10.0,169,24,22,16
30.9462,29.5186,-15.0,227,154,127,43
27.7828,30.8015,-14.5,222,173,140,115
36.6673,41.0602,-16.0,228,177,143,117
31.7443,45.8731,-15.0,72,44,40,32
20.5612,-89.9521,10.0,200,24,22,16
33.8947,35.9636,-15.5,163,137,44,35
21.1854,94.8821,-8.0,17,15,14,13
19.5521,-97.4875,11.0,46,41,37,21
17.4841,-92.0462,10.0,85,73,66,16
17.222,-89.623,9.5,180,148,25,16
38.1528,24.2635,-16.0,149,128,111,90
44.5928,33.8009,-18.0,101,85,77,62
38.3524,43.4594,-16.0,183,79,71,58
8.011,80.513,-10.0,229,86,78,63
19.2451,-98.3508,11.0,146,125,26,21
37.2898,13.5905,-15.0,230,178,144,100
13.442,103.959,-6.0,231,107,96,18
33.9073,35.9484,-15.0,163,137,44,35
36.605,47.235,-15.0,232,179,145,118
36.6052,47.2347,-15.0,232,179,145,118
17.0458,-96.7676,10.0,114,95,84,68
38.3542,43.4654,-15.0,183,79,71,58
54.9911,-2.3601,-18.0,233,180,146,119
45.9153,22.8162,-17.0,126,106,95,78
32.4503,35.6137,-14.0,102,49,44,35
41.2966,16.1514,-15.0,234,89,80,65
19.0562,-98.3028,10.0,146,125,26,21
20.4463,-97.377,9.5,40,36,32,21
34.007,36.2045,-15.0,163,137,44,35
19.4512,-99.1374,10.0,32,29,26,21
31.9128,35.7519,-13.5,218,49,44,35
20.4363,30.3341,-12.0,235,181,147,120
34.073,-5.5551,-10.0,86,74,67,54
34.007,36.204,-13.5,163,137,44,35
37.291,13.5814,-13.0,230,178,144,100
21.1779,94.8747,-7.0,17,15,14,13
20.5613,-89.9527,8.5,200,24,22,16
-16.5615,-68.68,4.0,236,182,148,121
39.4882,26.3378,-14.0,185,151,126,104
15.8773,78.1353,-9.0,237,183,149,122
17.0447,-96.7676,9.0,114,95,84,68
17.0758,-89.4025,8.0,180,148,25,16
16.5136,-90.0613,8.0,59,50,25,16
18.5107,-89.4065,8.0,182,121,25,16
20.891,-88.13628,8.0,215,168,22,16
20.681,-88.57,8.0,105,88,22,16
20.4465,-97.3775,9.0,40,36,32,21
29.5177,30.9033,-12.0,160,134,93,43
17.769,-91.296,8.0,197,152,66,16
21.0904,-89.5974,8.0,87,24,22,16
40.75,14.4845,-13.0,125,105,94,77
29.8756,31.2217,-12.0,238,134,93,43
37.2908,13.5842,-12.0,230,178,144,100
13.43,103.898,-5.0,231,107,96,18
32.5446,44.4219,-12.0,42,38,34,27
-10.8416,-77.5971,5.0,7,7,7,7
24.453,32.9277,-11.0,239,55,48,39
34.0016,35.8052,-12.0,163,137,44,35
33.9133,35.9906,-12.0,163,137,44,35
39.4529,-8.528,-9.0,240,184,76,57
22.4572,-102.821,9.0,43,39,35,28
17.0455,-96.7674,8.0,114,95,84,68
35.5958,36.0572,-12.0,241,71,64,44
19.4474,-96.4054,8.0,63,54,27,22
-13.4142,-71.8439,4.0,11,4,4,4
17.4776,44.1799,-10.0,242,185,150,123
16.5136,-90.0613,7.0,59,50,25,16
-16.5614,-68.6798,3.5,236,182,148,121
21.178,94.8751,-6.0,17,15,14,13
-16.5615,-68.68,3.5,236,182,148,121
16.0206,75.8819,-8.0,243,186,151,114
-6.4709,-79.7922,7.0,18,16,15,8
31.7764,35.235,-11.0,244,49,44,35
19.4512,-99.1377,8.0,32,29,26,21
34.0731,-5.5546,-8.0,86,74,67,54
41.0128,24.2866,-12.0,245,187,152,124
30.5751,31.5144,-10.5,246,104,93,43
18.419,-88.7906,6.5,75,32,25,16
37.9713,23.7265,-11.0,168,142,111,90
42.5122,24.5469,-12.0,247,101,90,74
-13.6527,-73.955,4.0,181,149,124,102
18.5179,-89.4664,6.5,182,121,25,16
29.9328,31.1612,-10.0,238,134,93,43
29.8658,31.2132,-10.0,238,134,93,43
17.0434,-96.769,7.0,114,95,84,68
17.7638,-88.3467,6.0,152,28,25,16
34.5516,40.8875,-10.0,248,145,104,84
20.446,-97.3782,7.0,40,36,32,21
16.5136,-90.0613,6.0,59,50,25,16
17.2196,-89.6259,6.0,180,148,25,16
-13.4512,-76.1692,4.0,5,5,5,5
19.435,-99.1314,7.0,32,29,26,21
17.6828,-89.8331,6.0,157,110,25,16
21.9228,-98.8152,7.0,249,188,153,125
20.6293,-89.4608,6.0,169,24,22,16
37.925,29.1258,-10.0,147,126,109,88
38.3534,43.4626,-10.0,183,79,71,58
21.1779,94.8746,-5.0,17,15,14,13
41.4495,23.2625,-10.0,250,189,154,124
22.4577,-102.8207,7.0,43,39,35,28
19.4349,-99.1314,6.5,32,29,26,21
17.4853,-91.57,6.0,187,152,66,16
20.9471,-89.3006,5.5,169,24,22,16
30.629,72.864,-7.0,251,190,155,126
-13.4142,-71.8439,3.0,11,4,4,4
45.9153,22.8167,-10.0,126,106,95,78
37.8704,12.4688,-8.0,178,146,122,100
37.2913,13.5815,-8.0,230,178,144,100
21.9262,-98.8133,6.0,249,188,153,125
17.176,-89.4051,5.0,180,148,25,16
19.0018,-88.2304,5.0,108,90,25,16
16.5136,-90.0613,5.0,59,50,25,16
20.681,-88.57,5.0,105,88,22,16
34.5515,40.8884,-8.0,248,145,104,84
19.2449,-98.3495,5.5,146,125,26,21
36.5138,30.0597,-8.0,252,143,118,96
21.1777,94.864,-4.0,17,15,14,13
13.463,103.895,-3.0,231,107,96,18
13.4465,103.92,-3.0,231,107,96,18
11.1845,104.825,-3.0,253,191,156,127
40.081,44.0332,-8.0,188,58,51,41
10.37,78.8512,-5.0,254,192,114,92
19.4972,-98.8176,5.0,32,29,26,21
19.245,-98.35,5.0,146,125,26,21
15.3325,76.4596,-5.0,219,171,139,114
36.1011,43.327,-7.0,255,135,49,30
17.2207,-89.628,4.0,180,148,25,16
16.5736,-89.4111,4.0,256,148,25,16
32.6352,14.2914,-6.0,91,77,69,56
36.06,-107.97,6.0,184,150,125,103
21.0911,-89.5909,4.0,87,24,22,16
19.2442,-98.3507,4.5,146,125,26,21
-16.556,-68.6735,2.0,236,182,148,121
-16.5558,-68.6732,2.0,236,182,148,121
37.9415,12.8325,-6.0,257,146,122,100
20.5515,-100.444,4.5,258,193,157,128
13.435,103.889,-2.5,231,107,96,18
17.0446,-96.7683,4.0,114,95,84,68
17.0429,-96.7681,4.0,114,95,84,68
19.4473,-96.4035,4.0,63,54,27,22
33.3032,44.5844,-6.0,106,48,34,27
-11.1871,-77.5885,2.5,7,7,7,7
21.1657,94.8626,-3.0,17,15,14,13
37.8702,12.4698,-5.0,178,146,122,100
34.4026,108.772545,-2.0,51,12,12,11
51.4085,-1.851,-5.0,259,194,158,129
35.49,6.2549,-4.0,139,118,105,85
35.4848,6.4688,-4.0,139,118,105,85
37.2929,13.5788,-4.0,230,178,144,100
18.0989,79.8073,-3.0,260,195,159,130
17.2251,-89.6189,2.5,180,148,25,16
40.0384,-8.4577,-3.0,100,84,76,57
20.9468,-89.3018,2.5,169,24,22,16
21.1867,94.8984,-2.0,17,15,14,13
16.5136,-90.0613,2.0,59,50,25,16
18.5069,-89.4862,2.0,182,121,25,16
18.9305,-99.222,2.0,138,29,26,21
36.2589,42.4479,-3.0,214,167,49,30
22.5222,72.2492,-2.0,217,170,138,113
13.4336,103.877,-1.0,231,107,96,18
13.435,103.9205,-1.0,231,107,96,18
13.475,104.228,-1.0,261,107,96,18
29.3826,31.0535,-2.0,160,134,93,43
26.8091,33.4869,-2.0,262,196,160,131
35.4847,6.4668,-1.5,139,118,105,85
21.1811,94.8697,-1.0,17,15,14,13
22.0509,96.0175,-1.0,263,197,161,132
21.0911,-89.5917,1.0,87,24,22,16
17.0792,-89.4027,1.0,180,148,25,16
33.044,35.414,-1.5,58,49,44,35
18.9301,-99.2224,1.0,138,29,26,21
13.4253,103.8582,-0.5,231,107,96,18
30.0321,31.0748,-1.0,238,134,93,43
32.2737,35.8906,-1.0,102,49,44,35
32.2722,35.8913,-1.0,102,49,44,35
29.114,58.3694,-1.0,264,198,162,133
35.629,38.7581,-1.0,265,199,163,134
21.091,-89.59,0.5,87,24,22,16
10.863,78.69,-0.399999999999977,266,131,114,92
13.434,103.8,-0.199999999999989,231,107,96,18
13.4235,103.856,-0.199999999999989,231,107,96,18
13.344,103.973,-0.199999999999989,231,107,96,18
13.336,103.974,-0.199999999999989,231,107,96,18
19.8875,86.0945,-0.199999999999989,267,200,164,135
13.4125,103.867,-0.100000000000023,231,107,96,18
20.4476,-97.3779,0.0,40,36,32,21
20.8907,-88.13605,0.1,215,168,22,16
20.8924,-88.136,0.1,215,168,22,16
40.0991,-8.4935,-0.100000000000023,100,84,76,57
36.06,-107.97,0.0,184,150,125,103
18.8033,-99.2963,0.0,138,29,26,21
19.4973,-98.8181,0.0,32,29,26,21
21.9253,-98.8132,0.0,249,188,153,125
19.2445,-98.3379,0.0,146,125,26,21
20.75,-97.6333,-1.0,268,36,32,21
19.5538,-97.4909,0.0,46,41,37,21
19.4477,-96.4014,-1.0,63,54,27,22
17.4841,-92.0462,0.0,85,73,66,16
15.0239,-91.1718,0.0,205,20,18,16
14.8741,-90.6625,0.1,28,20,18,16
16.5136,-90.0613,0.0,59,50,25,16
20.5604,-89.9538,0.0,200,24,22,16
17.6828,-89.8331,0.0,157,110,25,16
18.1067,-89.8116,0.0,130,110,25,16
21.091,-89.59,0.0,87,24,22,16
18.5096,-89.4888,0.0,182,121,25,16
17.176,-89.4051,0.0,180,148,25,16
17.1335,-89.262,0.1,180,148,25,16
17.3103,-89.2592,0.0,180,148,25,16
17.2567,-89.1553,0.0,180,148,25,16
14.8373,-89.1415,0.0,201,159,131,48
20.681,-88.57,0.0,105,88,22,16
0.3224,-78.1218,0.0,269,10,10,9
-11.0239,-77.6338,0.0,7,7,7,7
-9.8754,-76.8164,0.0,270,201,103,6
-13.5077,-71.9822,0.0,11,4,4,4
36.4222,9.2183,0.0,97,81,73,60
37.2896,13.592,0.0,230,178,144,100
37.1777,21.9189,1.0,271,202,165,136
43.3743,23.7293,0.0,272,203,166,137
41.7215,27.2262,0.0,273,204,167,138
37.6591,27.2982,0.0,199,113,100,82
36.2631,29.3177,0.0,164,138,118,96
29.976,31.133,-0.0500000000000114,238,134,93,43
29.3883,31.1572,0.0,160,134,93,43
29.904,31.1938,0.0,238,134,93,43
29.8976,31.2033,0.0,238,134,93,43
29.8086,31.2064,1.0,238,134,93,43
29.7902,31.2094,1.0,238,134,93,43
29.8544,31.2191,0.0,238,134,93,43
29.5601,31.2213,0.0,160,134,93,43
24.0252,32.8846,0.0,64,55,48,39
36.5231,34.1233,0.0,81,69,62,51
31.8327,35.1802,0.0,244,49,44,35
31.316,35.353,-0.100000000000023,274,49,44,35
39.495,35.3766,0.0,82,70,63,52
31.7417,35.4596,0.0,244,49,44,35
32.5955,35.5215,-0.100000000000023,102,49,44,35
34.1199,35.6464,0.0,163,137,44,35
36.8638,39.0305,0.0,2,2,2,2
34.5522,40.888,0.0,248,145,104,84
35.4561,43.2576,0.0,65,56,49,30
36.097,43.3303,0.0,255,135,49,30
33.0609,44.2557,0.0,57,48,34,27
32.5422,44.4211,0.0,42,38,34,27
30.5954,61.3263,0.0,23,21,19,17
30.629,72.864,0.0,251,190,155,126
19.2084,72.9058,0.0,179,147,123,101
16.0206,75.8819,0.0,243,186,151,114
15.3325,76.4596,0.0,219,171,139,114
8.4827,76.9438,-0.5,275,205,168,139
23.5285,77.8012,0.0,276,206,169,140
17.9611,79.6145,0.0,277,195,159,130
17.9564,79.6154,0.0,277,195,159,130
27.484,83.273,0.9,278,207,170,141
21.1768,94.8744,0.0,17,15,14,13
21.1841,94.8818,0.0,17,15,14,13
34.2878,108.02289,0.0,279,12,12,11
34.3977,108.712421,0.0,51,12,12,11
34.3903,108.739114,0.0,51,12,12,11
34.4008,108.764606,0.0,51,12,12,11
34.4438,108.940784,0.0,51,12,12,11
34.4462,108.9475,0.0,51,12,12,11
34.1789,109.028396,0.0,280,12,12,11
34.1273,109.055786,0.0,280,12,12,11
34.3812,109.254012,1.0,281,12,12,11
-7.608,110.204,-0.00999999999999091,282,208,171,142
-7.7521,110.4914,0.0,283,208,171,142
34.6327,112.81109,0.0,284,62,55,45
40.3777,-7.3425,-45.0,285,209,172,143
