SITE NAME,COUNTRY,LAT,LON,BEARING,independent_intersection_lat,d_I (current),d_II,d_III,d_IV,d_V,d_min_5pole,nearest_pole_5pole,d_min_6pole,nearest_pole_6pole
Pomona,Mexico,17.4849,-91.5705,16.0,70.25648269468262,19.743517305317383,5.743517305317383,1.9435173053173855,6.156482694682623,17.95648269468262,1.9435173053173855,III,1.9435173053173855,III
Edzna,Mexico,19.5981,-90.2304,16.0,70.28550202413463,19.71449797586537,5.7144979758653704,1.9144979758653733,6.185502024134635,17.985502024134632,1.9144979758653733,III,1.9144979758653733,III
Mayapan (close by),Mexico,20.6344,-89.4433,16.0,70.27052337027241,19.729476629727586,5.729476629727586,1.9294766297275885,6.17052337027242,17.970523370272417,1.9294766297275885,III,1.9294766297275885,III
Anahit Temple,Turkey,40.0812,44.0345,-25.0,70.25228357055802,19.74771642944198,5.747716429441979,1.9477164294419822,6.152283570558026,17.952283570558023,1.9477164294419822,III,1.9477164294419822,III
Vilares,Portugal,38.7304,-9.4438,-20.0,70.25894123697051,19.741058763029486,5.741058763029486,1.9410587630294884,6.15894123697052,17.958941236970517,1.9410587630294884,III,1.9410587630294884,III
Tula,Mexico,20.0643,-99.341,18.0,70.43693754818499,19.563062451815014,5.563062451815014,1.763062451815017,6.336937548184991,18.13693754818499,1.763062451815017,III,1.763062451815017,III
Altun Ha,Belize,17.7643,-88.3478,15.0,70.50490655286727,19.49509344713273,5.4950934471327315,1.6950934471327344,6.404906552867274,18.20490655286727,1.6950934471327344,III,1.6950934471327344,III
El Tajín,Mexico,20.4474,-97.3787,17.5,70.61338554060642,19.386614459393584,5.386614459393584,1.5866144593935871,6.513385540606421,18.31338554060642,1.5866144593935871,III,1.5866144593935871,III
Antipatris,Israel,32.1056,34.9309,-23.0,70.61044497654284,19.389555023457163,5.389555023457163,1.5895550234571658,6.510444976542843,18.31044497654284,1.5895550234571658,III,1.5895550234571658,III
Chacchoben,Mexico,19.0017,-88.2336,15.0,70.70191173278344,19.298088267216556,5.298088267216556,1.4980882672165592,6.601911732783449,18.401911732783446,1.4980882672165592,III,1.4980882672165592,III
Comalcalco,Mexico,18.2797,-93.2014,16.0,70.8241544049145,19.175845595085505,5.175845595085505,1.375845595085508,6.724154404914501,18.524154404914498,1.375845595085508,III,1.375845595085508,III
Dzibanche,Mexico,18.6385,-88.7578,15.0,70.78950200756103,19.210497992438974,5.210497992438974,1.4104979924389767,6.689502007561032,18.48950200756103,1.4104979924389767,III,1.4104979924389767,III
Dzibilchaltun,Mexico,21.0911,-89.5979,15.5,70.94560053324486,19.054399466755143,5.054399466755143,1.254399466755146,6.845600533244863,18.64560053324486,1.254399466755146,III,1.254399466755146,III
Serapeum at Alexandria,Egypt,31.1821,29.89625,-22.5,70.88703870215457,19.11296129784543,5.11296129784543,1.3129612978454333,6.787038702154575,18.587038702154572,1.3129612978454333,III,1.3129612978454333,III
Torre de Palma,Portugal,39.0622,-7.4885,-20.0,70.85972127418312,19.140278725816884,5.140278725816884,1.3402787258168871,6.759721274183121,18.55972127418312,1.3402787258168871,III,1.3402787258168871,III
Calakmul,Mexico,18.1067,-89.8116,15.0,70.99647644085852,19.003523559141485,5.003523559141485,1.2035235591414875,6.896476440858521,18.69647644085852,1.2035235591414875,III,1.2035235591414875,III
Pompeii,Italy,40.7492,14.4844,-25.0,70.97270132489068,19.02729867510932,5.027298675109321,1.2272986751093242,6.872701324890684,18.67270132489068,1.2272986751093242,III,1.2272986751093242,III
Izapa,Mexico,14.9239,-92.1797,15.0,71.11391744172401,18.886082558275987,4.886082558275987,1.08608255827599,7.013917441724018,18.813917441724016,1.08608255827599,III,1.08608255827599,III
Chichen Itza,Mexico,20.681,-88.57,15.0,71.1227482862525,18.877251713747498,4.877251713747498,1.0772517137475006,7.022748286252508,18.822748286252505,1.0772517137475006,III,1.0772517137475006,III
Nineveh Temple (Sumer),Iraq,36.359,43.153,-23.0,71.10798062535483,18.892019374645173,4.892019374645173,1.0920193746451758,7.007980625354833,18.80798062535483,1.0920193746451758,III,1.0920193746451758,III
Fortress of Hayk,Turkey,38.3533,43.4613,-23.5,71.12445609255909,18.875543907440914,4.875543907440914,1.0755439074409168,7.024456092559092,18.82445609255909,1.0755439074409168,III,1.0755439074409168,III
Tomb of Empress Li,China,34.34,108.562,-8.0,71.14880547107036,18.85119452892964,4.851194528929639,1.051194528929642,7.0488054710703665,18.848805471070364,1.051194528929642,III,1.051194528929642,III
Tomb of Emperor Wu of Han,China,34.338,108.57,-8.0,71.14178261915052,18.85821738084948,4.8582173808494815,1.0582173808494844,7.041782619150524,18.84178261915052,1.0582173808494844,III,1.0582173808494844,III
Tomb of Empress Shangguan,China,34.363,108.631,-8.0,71.09264625844837,18.90735374155163,4.907353741551631,1.1073537415516341,6.992646258448374,18.79264625844837,1.1073537415516341,III,1.1073537415516341,III
Tomb of Emperor Zhao of Han,China,34.362,108.64,-8.0,71.0848377288455,18.9151622711545,4.9151622711545,1.115162271154503,6.9848377288455055,18.784837728845503,1.115162271154503,III,1.115162271154503,III
Chacmultun,Mexico,20.172,-89.3443,15.0,71.24434560250991,18.75565439749009,4.7556543974900904,0.9556543974900933,7.144345602509915,18.944345602509912,0.9556543974900933,III,0.9556543974900933,III
Roma Havuzu Kosk,Turkey,37.8471,34.6109,-24.0,71.1353106118042,18.8646893881958,4.864689388195799,1.0646893881958022,7.035310611804206,18.835310611804204,1.0646893881958022,III,1.0646893881958022,III
Guachimontones,Mexico,20.6954,-103.8384,18.0,71.3224801817952,18.6775198182048,4.6775198182048,0.877519818204803,7.222480181795206,19.022480181795203,0.877519818204803,III,0.877519818204803,III
Guachimontones,Mexico,20.6948,-103.8362,18.0,71.32204180151669,18.67795819848331,4.67795819848331,0.8779581984833129,7.222041801516696,19.022041801516693,0.8779581984833129,III,0.8779581984833129,III
Teotenango,Mexico,19.1077,-99.5962,17.0,71.3155736638886,18.6844263361114,4.6844263361114,0.8844263361114031,7.215573663888605,19.015573663888603,0.8844263361114031,III,0.8844263361114031,III
Tenayuca,Mexico,19.532,-99.168,17.0,71.3063432080085,18.6936567919915,4.693656791991501,0.8936567919915035,7.206343208008505,19.006343208008502,0.8936567919915035,III,0.8936567919915035,III
El Tigre,Mexico,18.1205,-90.8371,15.0,71.28152278455835,18.718477215441652,4.718477215441652,0.918477215441655,7.181522784558354,18.98152278455835,0.918477215441655,III,0.918477215441655,III
Kabah,Mexico,20.2488,-89.6487,15.0,71.34295260749049,18.65704739250951,4.6570473925095115,0.8570473925095143,7.242952607490494,19.04295260749049,0.8570473925095143,III,0.8570473925095143,III
Izamal,Mexico,20.9373,-89.0166,15.0,71.29871271207303,18.701287287926974,4.701287287926974,0.9012872879269764,7.198712712073032,18.99871271207303,0.9012872879269764,III,0.9012872879269764,III
Belevi Mausoleum,Turkey,38.0146,27.472,-24.0,71.30989399206996,18.69010600793004,4.690106007930041,0.8901060079300436,7.209893992069965,19.009893992069962,0.8901060079300436,III,0.8901060079300436,III
Palenque,Mexico,17.4841,-92.0462,15.0,71.49100752803879,18.508992471961207,4.508992471961207,0.70899247196121,7.391007528038799,19.191007528038796,0.70899247196121,III,0.70899247196121,III
Mayapan,Mexico,20.6304,-89.4602,15.0,71.36304019027358,18.63695980972642,4.63695980972642,0.836959809726423,7.2630401902735855,19.063040190273583,0.836959809726423,III,0.836959809726423,III
Xcambo,Mexico,21.3131,-89.3539,15.0,71.46425446778227,18.53574553221773,4.535745532217732,0.7357455322177344,7.364254467782274,19.16425446778227,0.7357455322177344,III,0.7357455322177344,III
Delphi,Greece,38.4823,22.5013,-24.0,71.37044389758825,18.629556102411755,4.629556102411755,0.8295561024117575,7.270443897588251,19.070443897588248,0.8295561024117575,III,0.8295561024117575,III
Unknown Chinese Pyramid,China,34.571,108.266,-8.0,71.4232722444217,18.576727755578304,4.576727755578304,0.7767277555783068,7.323272244421702,19.1232722444217,0.7767277555783068,III,0.7767277555783068,III
Moral Reforma,Mexico,17.768,-91.2995,14.0,72.47067513406374,17.52932486593626,3.5293248659362604,0.2706751340637368,8.370675134063745,20.170675134063742,0.2706751340637368,III,0.2706751340637368,III
Huaca Bandera,Peru,-6.4064,-79.8995,10.0,71.54820684894861,18.45179315105139,4.45179315105139,0.6517931510513932,7.448206848948615,19.248206848948612,0.6517931510513932,III,0.6517931510513932,III
Túcume,Peru,-6.5175,-79.8446,10.0,71.51583786745664,18.48416213254336,4.484162132543361,0.6841621325433636,7.415837867456645,19.215837867456642,0.6841621325433636,III,0.6841621325433636,III
Pella,Jordan,32.4505,35.6146,-22.0,71.50772691299669,18.492273087003312,4.492273087003312,0.6922730870033149,7.407726912996694,19.20772691299669,0.6922730870033149,III,0.6922730870033149,III
Ajlun Castle,Jordan,32.3252,35.7273,-22.0,71.47925755025032,18.520742449749676,4.520742449749676,0.7207424497496788,7.37925755025033,19.179257550250327,0.7207424497496788,III,0.7207424497496788,III
Calakmul,Mexico,18.1067,-89.8116,14.5,71.56351758767259,18.436482412327408,4.436482412327408,0.6364824123274104,7.463517587672598,19.263517587672595,0.6364824123274104,III,0.6364824123274104,III
Carnac,France,47.595,-3.0742,-25.0,71.54992142013732,18.450078579862677,4.4500785798626765,0.6500785798626794,7.449921420137329,19.249921420137326,0.6500785798626794,III,0.6500785798626794,III
Mehrgarh,Pakistan,29.3833,67.614,-18.0,71.40980531898394,18.590194681016058,4.590194681016058,0.7901946810160609,7.309805318983948,19.109805318983945,0.7901946810160609,III,0.7901946810160609,III
Vilamoura,Portugal,37.0803,-8.1209,-18.0,71.64592221587445,18.35407778412555,4.3540777841255505,0.5540777841255533,7.545922215874455,19.345922215874452,0.5540777841255533,III,0.5540777841255533,III
Chacchoben,Mexico,19.0013,-88.2304,14.0,71.84506481672666,18.154935183273338,4.154935183273338,0.3549351832733407,7.745064816726668,19.545064816726665,0.3549351832733407,III,0.3549351832733407,III
Elephantin Island,Egypt,24.0845,32.8861,-20.0,71.79905032729235,18.20094967270765,4.200949672707651,0.4009496727076538,7.699050327292355,19.499050327292352,0.4009496727076538,III,0.4009496727076538,III
Sawran,Kazakhstan,43.518,67.7743,-20.0,71.77980747426835,18.220192525731647,4.2201925257316475,0.42019252573165033,7.679807474268358,19.479807474268355,0.42019252573165033,III,0.42019252573165033,III
Tula,Mexico,20.0642,-99.3404,16.5,71.93079172169477,18.069208278305226,4.069208278305226,0.26920827830522853,7.83079172169478,19.630791721694777,0.26920827830522853,III,0.26920827830522853,III
Mixco Viejo,Mexico,14.8728,-90.6641,14.0,71.86029193109691,18.13970806890309,4.13970806890309,0.3397080689030929,7.760291931096916,19.560291931096913,0.3397080689030929,III,0.3397080689030929,III
Sayil,Mexico,20.178,-89.6525,14.5,71.88406317159905,18.115936828400947,4.115936828400947,0.3159368284009503,7.784063171599058,19.584063171599055,0.3159368284009503,III,0.3159368284009503,III
Kabah,Mexico,20.2481,-89.6467,14.5,71.89511704370283,18.104882956297175,4.104882956297175,0.30488295629717754,7.795117043702831,19.595117043702828,0.30488295629717754,III,0.30488295629717754,III
Anahit Temple,Turkey,40.081,44.034,-23.0,71.91238694846295,18.087613051537048,4.087613051537048,0.2876130515370505,7.812386948462958,19.612386948462955,0.2876130515370505,III,0.2876130515370505,III
Temple of Zeus Euromus,Turkey,37.3741,27.6751,-23.0,71.90849403385444,18.09150596614556,4.0915059661455615,0.29150596614556434,7.808494033854444,19.60849403385444,0.29150596614556434,III,0.29150596614556434,III
Lol,Algeria,36.6054,2.1905,-20.0,72.00637911631186,17.993620883688138,3.9936208836881377,0.19362088368814057,7.906379116311868,19.706379116311865,0.19362088368814057,III,0.19362088368814057,III
Priene,Greece,37.6598,27.2978,-23.0,71.97864716553315,18.021352834466853,4.021352834466853,0.22135283446685605,7.8786471655331525,19.67864716553315,0.22135283446685605,III,0.22135283446685605,III
Avdat,Israel,30.7971,34.7756,-21.0,72.04837067489015,17.95162932510985,3.951629325109849,0.15162932510985172,7.948370674890157,19.748370674890154,0.15162932510985172,III,0.15162932510985172,III
Babylon,Iraq,32.536,44.4268,-21.0,71.96867639113852,18.031323608861484,4.031323608861484,0.23132360886148717,7.868676391138521,19.66867639113852,0.23132360886148717,III,0.23132360886148717,III
Era de Pando,Peru,-10.8431,-77.5966,9.0,72.1069973914253,17.893002608574704,3.8930026085747045,0.09300260857470732,8.006997391425301,19.8069973914253,0.09300260857470732,III,0.09300260857470732,III
Temples of Bagan (medium cluster),Myanmar,21.1839,94.8819,-11.0,72.08287359336973,17.917126406630274,3.917126406630274,0.11712640663027685,7.982873593369732,19.78287359336973,0.11712640663027685,III,0.11712640663027685,III
Xochicalco,Mexico,18.8046,-99.2964,16.0,72.2263120401138,17.773687959886203,3.773687959886203,0.026312040113793955,8.126312040113802,19.9263120401138,0.026312040113793955,III,0.026312040113793955,III
Chichen Itza,Mexico,20.681,-88.57,14.0,72.23852611771706,17.761473882282942,3.7614738822829423,0.03852611771705483,8.138526117717063,19.93852611771706,0.03852611771705483,III,0.03852611771705483,III
Micia,Romania,45.9151,22.8158,-26.0,72.24120264734881,17.758797352651186,3.758797352651186,0.04120264734881118,8.14120264734882,19.941202647348817,0.04120264734881118,III,0.04120264734881118,III
Itzamkanac,Mexico,18.1205,-90.837,14.0,72.40832563719978,17.59167436280022,3.5916743628002195,0.2083256371997777,8.308325637199786,20.108325637199783,0.2083256371997777,III,0.2083256371997777,III
Tabasqueno,Mexico,19.4999,-89.784,14.0,72.36059145826334,17.639408541736657,3.639408541736657,0.16059145826334031,8.260591458263349,20.060591458263346,0.16059145826334031,III,0.16059145826334031,III
Mayapan (close by),Mexico,20.6348,-89.4431,14.0,72.46610145367038,17.533898546329624,3.533898546329624,0.2661014536703732,8.366101453670382,20.16610145367038,0.2661014536703732,III,0.2661014536703732,III
Chacmultun,Mexico,20.1701,-89.3448,14.0,72.3587687466543,17.641231253345694,3.641231253345694,0.15876874665430307,8.258768746654312,20.05876874665431,0.15876874665430307,III,0.15876874665430307,III
Cihuatan,El Salvador,13.9806,-89.1642,13.0,72.51941944209251,17.480580557907487,3.480580557907487,0.31941944209251005,8.419419442092519,20.219419442092516,0.31941944209251005,III,0.31941944209251005,III
Palenque,Mexico,17.4841,-92.0462,14.0,72.61314512502743,17.38685487497257,3.3868548749725704,0.41314512502742673,8.513145125027435,20.313145125027432,0.41314512502742673,III,0.41314512502742673,III
Oxkintok,Mexico,20.5618,-89.9528,14.0,72.58664989334045,17.41335010665955,3.41335010665955,0.3866498933404472,8.486649893340456,20.286649893340453,0.3866498933404472,III,0.3866498933404472,III
Dzibilchaltun,Mexico,21.091,-89.59,14.0,72.58483750677348,17.415162493226518,3.415162493226518,0.3848375067734793,8.484837506773488,20.284837506773485,0.3848375067734793,III,0.3848375067734793,III
Copán,Honduras,14.8415,-89.1421,13.0,72.63369624955332,17.366303750446676,3.3663037504466757,0.4336962495533214,8.53369624955333,20.333696249553327,0.4336962495533214,III,0.4336962495533214,III
Mount Nemrut,Turkey,37.9812,38.7416,-22.0,72.58703159425866,17.41296840574134,3.4129684057413385,0.38703159425865863,8.487031594258667,20.287031594258664,0.38703159425865863,III,0.38703159425865863,III
Unknown Ruin at Assur,Iraq,35.4536,43.2656,-21.0,72.61250371772448,17.38749628227552,3.387496282275521,0.41250371772447636,8.512503717724485,20.312503717724482,0.41250371772447636,III,0.41250371772447636,III
Persepolis,Iran,29.9352,52.8896,-19.0,72.64907509359062,17.350924906409375,3.350924906409375,0.44907509359062203,8.54907509359063,20.349075093590628,0.44907509359062203,III,0.44907509359062203,III
Calakmul,Mexico,18.1067,-89.8116,13.5,72.71107925807627,17.288920741923732,3.2889207419237323,0.5110792580762649,8.611079258076273,20.41107925807627,0.5110792580762649,III,0.5110792580762649,III
Casa Blanca,El Salvador,13.9894,-89.6725,13.0,72.66316951719497,17.336830482805027,3.336830482805027,0.4631695171949701,8.563169517194979,20.363169517194976,0.4631695171949701,III,0.4631695171949701,III
Qasr el-Sagha,Egypt,29.5951,30.6779,-20.0,72.68830428435885,17.31169571564115,3.31169571564115,0.488304284358847,8.588304284358856,20.388304284358853,0.488304284358847,III,0.488304284358847,III
Temple of Isis 3,Egypt,24.0262,32.8846,-19.0,72.69058547048425,17.30941452951575,3.309414529515749,0.4905854704842483,8.590585470484257,20.390585470484254,0.4905854704842483,III,0.4905854704842483,III
Teishibaini palace,Turkey,40.1531,44.4529,-22.0,72.71814998411729,17.28185001588271,3.2818500158827106,0.5181499841172865,8.618149984117295,20.418149984117292,0.5181499841172865,III,0.5181499841172865,III
Freiria,Portugal,38.7211,-9.3232,-17.0,72.65552586903384,17.344474130966162,3.3444741309661623,0.45552586903383485,8.555525869033843,20.35552586903384,0.45552586903383485,III,0.45552586903383485,III
Teotihuacan,Mexico,19.692,-98.844,15.5,72.7926300814662,17.2073699185338,3.2073699185338,0.5926300814661971,8.692630081466206,20.492630081466203,0.5926300814661971,III,0.5926300814661971,III
Quiahuiztlán,Mexico,19.6698,-96.4157,15.0,72.83989354742164,17.16010645257836,3.1601064525783613,0.6398935474216358,8.739893547421644,20.53989354742164,0.6398935474216358,III,0.6398935474216358,III
Cahuachi,Peru,-14.818,-75.1145,8.0,72.76483592275385,17.235164077246154,3.2351640772461536,0.5648359227538435,8.664835922753852,20.46483592275385,0.5648359227538435,III,0.5648359227538435,III
Tula,Mexico,20.0635,-99.3421,15.5,72.9400479147495,17.0599520852505,3.059952085250501,0.7400479147494963,8.840047914749505,20.640047914749502,0.7400479147494963,III,0.7400479147494963,III
Cástulo,Spain,38.0372,-3.6245,-18.0,72.9285778211288,17.071422178871202,3.0714221788712024,0.7285778211287948,8.828577821128803,20.6285778211288,0.7285778211287948,III,0.7285778211287948,III
Tanis,Egypt,30.9748,31.8808,-20.0,72.94720437631469,17.052795623685313,3.052795623685313,0.7472043763146843,8.847204376314693,20.64720437631469,0.7472043763146843,III,0.7472043763146843,III
Kanheri,India,19.2084,72.9058,-15.0,72.88815692021474,17.11184307978526,3.1118430797852596,0.6881569202147375,8.788156920214746,20.588156920214743,0.6881569202147375,III,0.6881569202147375,III
Cantona,Mexico,19.5515,-97.4857,15.0,73.0317650653103,16.968234934689704,2.968234934689704,0.831765065310293,8.931765065310302,20.7317650653103,0.831765065310293,III,0.831765065310293,III
Comalcalco,Mexico,18.28,-93.2018,14.0,73.00905762007922,16.99094237992078,2.9909423799207815,0.8090576200792157,8.909057620079224,20.70905762007922,0.8090576200792157,III,0.8090576200792157,III
Moral Reforma,Mexico,17.7684,-91.2985,13.5,73.03993624102097,16.960063758979032,2.9600637589790324,0.8399362410209648,8.939936241020973,20.73993624102097,0.8399362410209648,III,0.8399362410209648,III
Mixco Viejo,Mexico,14.8743,-90.6625,13.0,73.04940215838221,16.950597841617792,2.9505978416177925,0.8494021583822047,8.949402158382213,20.74940215838221,0.8494021583822047,III,0.8494021583822047,III
Edzna,Mexico,19.597,-90.229,13.5,73.0568597816695,16.943140218330498,2.943140218330498,0.8568597816694989,8.956859781669507,20.756859781669505,0.8568597816694989,III,0.8568597816694989,III
Kabah,Mexico,20.2489,-89.6438,13.5,73.0139135639795,16.9860864360205,2.9860864360205,0.8139135639794972,8.913913563979506,20.713913563979503,0.8139135639794972,III,0.8139135639794972,III
Labna,Mexico,20.1712,-89.5783,13.5,72.98409065479224,17.01590934520776,3.01590934520776,0.7840906547922373,8.884090654792246,20.684090654792243,0.7840906547922373,III,0.7840906547922373,III
Labna,Mexico,20.1723,-89.5774,13.0,73.55163126160416,16.448368738395843,2.4483687383958426,1.3516312616041546,9.451631261604163,21.25163126160416,1.3516312616041546,III,1.3516312616041546,III
Buto,Egypt,31.1965,30.7447,-20.0,72.98322045468497,17.016779545315032,3.016779545315032,0.7832204546849653,8.883220454684974,20.68322045468497,0.7832204546849653,III,0.7832204546849653,III
Beit Guvrin,Israel,31.6083,34.8947,-20.0,73.04627942544987,16.953720574550132,2.9537205745501325,0.8462794254498647,8.946279425449873,20.74627942544987,0.8462794254498647,III,0.8462794254498647,III
Koh Kor ,Cambodia,13.7787,104.5395,-8.0,72.96773356469596,17.032266435304038,3.032266435304038,0.7677335646959591,8.867733564695968,20.667733564695965,0.7677335646959591,III,0.7677335646959591,III
El Tajín,Mexico,20.4457,-97.3771,15.0,73.14990071285065,16.850099287149348,2.850099287149348,0.9499007128506491,9.049900712850658,20.849900712850655,0.9499007128506491,III,0.9499007128506491,III
Dzibilchaltun,Mexico,21.0911,-89.5899,13.5,73.14117084950429,16.85882915049571,2.8588291504957084,0.9411708495042888,9.041170849504297,20.841170849504294,0.9411708495042888,III,0.9411708495042888,III
Xcambo,Mexico,21.3138,-89.3539,13.5,73.11861241411005,16.881387585889954,2.8813875858899536,0.9186124141100436,9.018612414110052,20.81861241411005,0.9186124141100436,III,0.9186124141100436,III
Timgad,Algeria,35.4835,6.4664,-19.0,73.10704435333047,16.892955646669535,2.8929556466695345,0.9070443533304626,9.007044353330471,20.80704435333047,0.9070443533304626,III,0.9070443533304626,III
Pompeii,Italy,40.7485,14.4837,-22.0,73.06155247339802,16.938447526601976,2.9384475266019763,0.8615524733980209,8.96155247339803,20.761552473398027,0.8615524733980209,III,0.8615524733980209,III
Q'umarkaj,Guatemala,15.0233,-91.1717,13.0,73.20038074822902,16.799619251770977,2.7996192517709773,1.00038074822902,9.100380748229028,20.900380748229026,1.00038074822902,III,1.00038074822902,III
Xpuhil,Mexico,18.5107,-89.4065,13.0,73.24778376593562,16.752216234064377,2.7522162340643774,1.0477837659356197,9.147783765935628,20.947783765935625,1.0477837659356197,III,1.0477837659356197,III
Naveta d'Es Tudons,Menorca,40.0031,3.8916,-20.0,73.21504420183474,16.784955798165257,2.7849557981652566,1.0150442018347405,9.115044201834749,20.915044201834746,1.0150442018347405,III,1.0150442018347405,III
Xochicalco,Mexico,18.805,-99.2974,15.0,73.2555195019256,16.744480498074395,2.7444804980743953,1.0555195019256018,9.15551950192561,20.955519501925608,1.0555195019256018,III,1.0555195019256018,III
Chicanná,Mexico,18.506,-89.4853,13.0,73.26766256818858,16.732337431811416,2.732337431811416,1.067662568188581,9.16766256818859,20.967662568188587,1.067662568188581,III,1.067662568188581,III
Becan,Mexico,18.5165,-89.46685,13.0,73.26445881376523,16.73554118623477,2.7355411862347694,1.0644588137652278,9.164458813765236,20.964458813765233,1.0644588137652278,III,1.0644588137652278,III
Túcume,Peru,-6.5107,-79.8393,9.0,73.33580146844491,16.664198531555087,2.664198531555087,1.1358014684449103,9.235801468444919,21.035801468444916,1.1358014684449103,III,1.1358014684449103,III
Pomac Forest,Peru,-6.4659,-79.7975,9.0,73.31889736638921,16.68110263361079,2.6811026336107915,1.1188973663892057,9.218897366389214,21.01889736638921,1.1188973663892057,III,1.1188973663892057,III
Saint-Michel tumulus,France,47.588,-3.073,-17.5,76.14764968938643,13.852350310613573,0.14764968938642653,3.9476496893864237,12.047649689386432,23.84764968938643,0.14764968938642653,II,0.14764968938642653,II
Tel Dan,Israel,33.2496,35.6518,-20.0,73.34062950370497,16.659370496295026,2.6593704962950255,1.1406295037049716,9.24062950370498,21.040629503704977,1.1406295037049716,III,1.1406295037049716,III
Teotenango,Mexico,19.1084,-99.596,15.0,73.35220390928946,16.647796090710543,2.6477960907105427,1.1522039092894545,9.252203909289463,21.05220390928946,1.1522039092894545,III,1.1522039092894545,III
Tula,Mexico,20.0652,-99.3401,15.0,73.44846380284193,16.55153619715807,2.5515361971580717,1.2484638028419255,9.348463802841934,21.14846380284193,1.2484638028419255,III,1.2484638028419255,III
Yaxchilan,Mexico,16.8993,-90.9655,13.0,73.40768381821803,16.592316181781968,2.5923161817819675,1.2076838182180296,9.307683818218038,21.107683818218035,1.2076838182180296,III,1.2076838182180296,III
Dzibilnocac,Mexico,19.578,-89.5948,13.0,73.46224439850066,16.53775560149934,2.5377556014993417,1.2622443985006555,9.362244398500664,21.16224439850066,1.2622443985006555,III,1.2622443985006555,III
Chichen Itza,Mexico,20.681,-88.57,13.0,73.37383447678629,16.626165523213714,2.6261655232137144,1.1738344767862827,9.273834476786291,21.07383447678629,1.1738344767862827,III,1.1738344767862827,III
Cerro Sechin,Peru,-9.4808,-78.2589,8.5,73.4591735340413,16.540826465958702,2.540826465958702,1.2591735340412953,9.359173534041304,21.1591735340413,1.2591735340412953,III,1.2591735340412953,III
Sechin Alto,Peru,-9.4807,-78.2589,8.5,73.45917591241813,16.540824087581868,2.5408240875818677,1.2591759124181294,9.359175912418138,21.159175912418135,1.2591759124181294,III,1.2591759124181294,III
Sechin Alto,Peru,-9.4824,-78.2529,8.5,73.45626970461265,16.54373029538735,2.5437302953873484,1.2562697046126488,9.356269704612657,21.156269704612654,1.2562697046126488,III,1.2562697046126488,III
Meenakshi Temple,India,9.9195,78.1193,-13.5,73.39625482516071,16.60374517483929,2.6037451748392897,1.1962548251607075,9.296254825160716,21.096254825160713,1.1962548251607075,III,1.1962548251607075,III
Kabah,Mexico,20.248,-89.6473,13.0,73.5813012498308,16.4186987501692,2.4186987501691988,1.3813012498307984,9.481301249830807,21.281301249830804,1.3813012498307984,III,1.3813012498307984,III
Xcambo,Mexico,21.3135,-89.3537,13.0,73.67932013091932,16.320679869080678,2.320679869080678,1.4793201309193194,9.579320130919328,21.379320130919325,1.4793201309193194,III,1.4793201309193194,III
Palenque,Mexico,17.4841,-92.0462,13.0,73.75113456296877,16.248865437031228,2.2488654370312275,1.5511345629687696,9.651134562968778,21.451134562968775,1.5511345629687696,III,1.5511345629687696,III
Temples of Bagan (small cluster),Myanmar,21.1809,94.8824,-10.0,73.79434122173734,16.20565877826266,2.2056587782626593,1.5943412217373378,9.694341221737346,21.494341221737344,1.5943412217373378,III,1.5943412217373378,III
El Chanal,Mexico,19.2928,-103.7048,15.0,74.02831676775907,15.971683232240935,1.9716832322409346,1.8283167677590626,9.928316767759071,21.72831676775907,1.8283167677590626,III,1.8283167677590626,III
El Rey,Mexico,21.0619,-86.7814,12.0,74.12103695331109,15.87896304668891,1.8789630466889093,1.9210369533110878,10.021036953311096,21.821036953311093,1.8789630466889093,II,1.8789630466889093,II
Yaxha,Guatemala,17.0707,-89.4,12.0,74.22290885956826,15.777091140431736,1.777091140431736,2.022908859568261,10.12290885956827,21.922908859568267,1.777091140431736,II,1.777091140431736,II
Ceibal,Guatemala,16.5136,-90.0613,12.0,74.31472630624667,15.68527369375333,1.6852736937533308,2.1147263062466664,10.214726306246675,22.014726306246672,1.6852736937533308,II,1.6852736937533308,II
Tikal,Guatemala,17.222,-89.6276,12.0,74.30069661154445,15.699303388455547,1.6993033884555473,2.10069661154445,10.200696611544458,22.000696611544456,1.6993033884555473,II,1.6993033884555473,II
Motya,Sicily,37.8701,12.4668,-19.0,74.3351112666931,15.664888733306896,1.6648887333068956,2.1351112666931016,10.23511126669311,22.035111266693107,1.6648887333068956,II,1.6648887333068956,II
Karanis,Turkey,29.5177,30.9033,-18.0,74.38167348995957,15.618326510040433,1.6183265100404327,2.1816734899595644,10.281673489959573,22.08167348995957,1.6183265100404327,II,1.6183265100404327,II
Butrint,Albania,39.7455,20.0205,-20.0,74.53912514136263,15.460874858637368,1.4608748586373679,2.3391251413626293,10.439125141362638,22.239125141362635,1.4608748586373679,II,1.4608748586373679,II
Kabah,Mexico,20.2484,-89.6464,12.0,74.72843926980147,15.27156073019853,1.27156073019853,2.528439269801467,10.628439269801476,22.428439269801473,1.27156073019853,II,1.27156073019853,II
Mayapan,Mexico,20.6293,-89.4603,12.0,74.73943113394552,15.260568866054484,1.2605688660544843,2.539431133945513,10.639431133945521,22.43943113394552,1.2605688660544843,II,1.2605688660544843,II
Caracol,Belize,16.764,-89.1176,11.5,74.71771333299759,15.28228666700241,1.2822866670024098,2.5177133329975874,10.617713332997596,22.417713332997593,1.2822866670024098,II,1.2822866670024098,II
